id,sektor,subsektor,kategori,nama_provinsi,lokasi_provinsi,lokasi_kabkot,nama_kegiatan,tahun_pelaporan,Total Penurunan emisi
33026,Pengelolaan Limbah,Persampahan,Pendukung,SULAWESI SELATAN,SULAWESI SELATAN,MAKASSAR,Kegiatan Rapat Koordinasi Pengembangan Fasilitas Teknis Pengelolaan Sampah bagi SMU atau Sederajat di Provinsi Sulawesi Selatan,2017,0
33027,Pengelolaan Limbah,Persampahan,Pendukung,SULAWESI SELATAN,SULAWESI SELATAN,MAKASSAR,Kegiatan Bimtek Pembuatan Basis Data Persampahan,2017,0
33028,Pengelolaan Limbah,Persampahan,Pendukung,SULAWESI SELATAN,SULAWESI SELATAN,MAKASSAR,Kegiatan Pemberian Bantuan Alat Pengelolaan Sampah Bagi SMU Adiwiyata Tingkat Provinsi,2017,0
33443,Pengelolaan Limbah,Persampahan,Pendukung,SULAWESI SELATAN,SULAWESI SELATAN,MAKASSAR,Pengadaan Alat Peraga Bimtek Pengelolaan Sampah bagi Ibu Rumah Tangga dan Pemuda di Kab/Kota,2017,0
33456,Pengelolaan Limbah,Persampahan,Pendukung,SULAWESI SELATAN,SULAWESI SELATAN,MAKASSAR,Kegiatan Bimtek Pengelolaan Sampah bagi Ibu Rumah Tangga dan Pemuda di Kab/Kota,2017,0
33603,Pengelolaan Limbah,Persampahan,Tempat Pengelolaan Sampah Terpadu TPST / TPS3R,SULAWESI SELATAN,SULAWESI SELATAN,PALOPO,Operasional TPST Kota Palopo,2017,5.0538
33605,Pengelolaan Limbah,Persampahan,Tempat Pengelolaan Sampah Terpadu TPST / TPS3R,SULAWESI SELATAN,SULAWESI SELATAN,BANTAENG,Operasional TPST Kab Bantaeng,2017,0.0738
33607,Pengelolaan Limbah,Persampahan,Tempat Pengelolaan Sampah Terpadu TPST / TPS3R,SULAWESI SELATAN,SULAWESI SELATAN,BARRU,Operasional TPST Kab Barru,2017,2.8774
33609,Pengelolaan Limbah,Persampahan,Tempat Pengelolaan Sampah Terpadu TPST / TPS3R,SULAWESI SELATAN,SULAWESI SELATAN,BONE,Operasional TPST Kab. Bone,2017,0.996
33612,Pengelolaan Limbah,Persampahan,Tempat Pengelolaan Sampah Terpadu TPST / TPS3R,SULAWESI SELATAN,SULAWESI SELATAN,BULUKUMBA,Operasional TPST  Kab Bulukumba,2017,0.7747
33614,Pengelolaan Limbah,Persampahan,Tempat Pengelolaan Sampah Terpadu TPST / TPS3R,SULAWESI SELATAN,SULAWESI SELATAN,PAREPARE,Operasional TPST Kota Parepare,2017,0.2582
33616,Pengelolaan Limbah,Persampahan,Tempat Pengelolaan Sampah Terpadu TPST / TPS3R,SULAWESI SELATAN,SULAWESI SELATAN,JENEPONTO,Operasional TPST Kab Jeneponto,2017,0.5164
33652,Lahan,Kehutanan dan Lahan Gambut,Pendukung,SULAWESI SELATAN,SULAWESI SELATAN,GOWA,Pengujian mutu benih dan mutu bibit tanaman hutan,2017,0
33653,Lahan,Kehutanan dan Lahan Gambut,Pendukung,SULAWESI SELATAN,SULAWESI SELATAN,GOWA,Penilaian sumber benih tanaman hutan,2017,0
33655,Lahan,Kehutanan dan Lahan Gambut,Pendukung,SULAWESI SELATAN,SULAWESI SELATAN,GOWA,PEmbuatan dan Pemeliharaan sumber benih,2017,0
33659,Lahan,Pertanian,Penggunaan Pupuk Organik,SULAWESI SELATAN,SULAWESI SELATAN,MAROS,latihan  Peningkatan produksi hortikulura,2017,0.73333333
33663,Lahan,Kehutanan dan Lahan Gambut,Peningkatan Cadangan Karbon,SULAWESI SELATAN,SULAWESI SELATAN,GOWA,latihan perbanyakan bibit sukun,2017,32.274
34819,Lahan,Pertanian,BATAMAS dan Biogas Non-BATAMAS,SULAWESI SELATAN,SULAWESI SELATAN,TAKALAR,Pengembangan UPJA Peternakan,2017,482.241942
30934,Lahan,Kehutanan dan Lahan Gambut,Peningkatan Cadangan Karbon,SULAWESI SELATAN,SULAWESI SELATAN,TORAJA UTARA,Penghijauan hutan rakyat - MONITORING 8,2018,8.56533333
34491,Energi,Energi,Pembangunan Energi Terbarukan - OFF GRID,SULAWESI SELATAN,SULAWESI SELATAN,LUWU,Pembangunan PLTMH di Desa Dampan,2018,317.331
34492,Energi,Energi,Pembangunan Energi Terbarukan - OFF GRID,SULAWESI SELATAN,SULAWESI SELATAN,PINRANG,Pembangunan PLTMH Silei,2018,282.072
34493,Energi,Energi,Pembangunan Energi Terbarukan - OFF GRID,SULAWESI SELATAN,SULAWESI SELATAN,LUWU UTARA,"Pembangunan PLTMH Kalaha di desa Embonatana, Kec. Seko, Kab. Luwu Utara",2018,423.108
34494,Energi,Energi,Pembangunan Energi Terbarukan - OFF GRID,SULAWESI SELATAN,SULAWESI SELATAN,LUWU,"Pembangunan PLTMH di Desa Mapetajang, Kec. Bassesangtempe, Kab. Luwu",2018,282.072
35360,Lahan,Kehutanan dan Lahan Gambut,Pendukung,SULAWESI SELATAN,SULAWESI SELATAN,MAKASSAR,Peningkatan Kapasitas kader saka wanabakti,2018,0
35361,Lahan,Kehutanan dan Lahan Gambut,Pendukung,SULAWESI SELATAN,SULAWESI SELATAN,MAKASSAR,"Registrasi, revitalisasi kelompok tani hutan dan penilaian kelas kemampuan kelompok tani hutan",2018,0
35379,Lahan,Kehutanan dan Lahan Gambut,Pencegahan Penurunan Cadangan Karbon,SULAWESI SELATAN,SULAWESI SELATAN,LUWU UTARA,Operasi Gabungan Pengamanan Hutan Wilayah II,2018,0
35381,Lahan,Kehutanan dan Lahan Gambut,Pendukung,SULAWESI SELATAN,SULAWESI SELATAN,GOWA,Penyediaan papan pengumuman/papan bicara kawasan hutan,2018,0
35382,Lahan,Kehutanan dan Lahan Gambut,Pendukung,SULAWESI SELATAN,SULAWESI SELATAN,MAKASSAR,Penyusunan Rancangan Konservasi Vegetatif,2018,0
35383,Lahan,Kehutanan dan Lahan Gambut,Pendukung,SULAWESI SELATAN,SULAWESI SELATAN,GOWA,Pembuatan dan pemeliharaan Sumber Benih Unggul,2018,0
35709,Lahan,Kehutanan dan Lahan Gambut,Peningkatan Cadangan Karbon,SULAWESI SELATAN,SULAWESI SELATAN,TAKALAR,Pembuatan Tanaman Bambu di Kabupaten Takalar,2018,3426.133333
35710,Lahan,Kehutanan dan Lahan Gambut,Peningkatan Cadangan Karbon,SULAWESI SELATAN,SULAWESI SELATAN,JENEPONTO,Pembuatan Tanaman Bambu di Kabupaten Jeneponto,2018,3426.133333
35711,Lahan,Kehutanan dan Lahan Gambut,Peningkatan Cadangan Karbon,SULAWESI SELATAN,SULAWESI SELATAN,BANTAENG,Pembuatan Tanaman Bambu di Kabupaten Bantaeng,2018,3426.133333
35713,Lahan,Kehutanan dan Lahan Gambut,Peningkatan Cadangan Karbon,SULAWESI SELATAN,SULAWESI SELATAN,BULUKUMBA,Pembuatan Tanaman Bambu di Kabupaten Bulukumba,2018,3426.133333
35714,Lahan,Kehutanan dan Lahan Gambut,Peningkatan Cadangan Karbon,SULAWESI SELATAN,SULAWESI SELATAN,PANGKAJENE DAN KEPULAUAN,Pembuatan Tanaman Bambu di Kabupaten Pangkep,2018,3426.133333
35715,Lahan,Kehutanan dan Lahan Gambut,Peningkatan Cadangan Karbon,SULAWESI SELATAN,SULAWESI SELATAN,TANA TORAJA,Pembuatan Tanaman Bambu di Kabupaten Tana Toraja,2018,3426.133333
35716,Lahan,Kehutanan dan Lahan Gambut,Peningkatan Cadangan Karbon,SULAWESI SELATAN,SULAWESI SELATAN,LUWU UTARA,Pembuatan Tanaman Bambu di Kabupaten Luwu Utara,2018,3426.133333
35717,Lahan,Kehutanan dan Lahan Gambut,Peningkatan Cadangan Karbon,SULAWESI SELATAN,SULAWESI SELATAN,MAROS,Pembuatan Tanaman Bambu di Kabupaten Maros,2018,5353.333333
35718,Lahan,Kehutanan dan Lahan Gambut,Peningkatan Cadangan Karbon,SULAWESI SELATAN,SULAWESI SELATAN,ENREKANG,Pembuatan Tanaman Bambu di Kabupaten Enrekang,2018,856.5333333
35719,Lahan,Kehutanan dan Lahan Gambut,Peningkatan Cadangan Karbon,SULAWESI SELATAN,SULAWESI SELATAN,PINRANG,Pembuatan Tanaman Bambu di Kabupaten Luwu,2018,214.1333333
35720,Lahan,Kehutanan dan Lahan Gambut,Peningkatan Cadangan Karbon,SULAWESI SELATAN,SULAWESI SELATAN,LUWU,Pembuatan Tanaman Bambu di Kabupaten Luwu,2018,214.1333333
35721,Lahan,Kehutanan dan Lahan Gambut,Peningkatan Cadangan Karbon,SULAWESI SELATAN,SULAWESI SELATAN,LUWU TIMUR,Pembuatan Tanaman Bambu di Kabupaten Luwu Timur,2018,214.1333333
35801,Lahan,Kehutanan dan Lahan Gambut,Peningkatan Cadangan Karbon,SULAWESI SELATAN,SULAWESI SELATAN,SOPPENG,Penanaman Hutan Rakyat,2018,1338.333333
35803,Lahan,Kehutanan dan Lahan Gambut,Peningkatan Cadangan Karbon,SULAWESI SELATAN,SULAWESI SELATAN,BULUKUMBA,Penanaman Hutan Rakyat,2018,672.375
35804,Lahan,Kehutanan dan Lahan Gambut,Peningkatan Cadangan Karbon,SULAWESI SELATAN,SULAWESI SELATAN,PANGKAJENE DAN KEPULAUAN,Penghijauan Lingkungan,2018,26.76666667
35805,Lahan,Kehutanan dan Lahan Gambut,Peningkatan Cadangan Karbon,SULAWESI SELATAN,SULAWESI SELATAN,PAREPARE,Penghijauan Lingkungan,2018,26.76666667
35876,Lahan,Kehutanan dan Lahan Gambut,Peningkatan Cadangan Karbon,SULAWESI SELATAN,SULAWESI SELATAN,TANA TORAJA,Penghijauan Lingkungan,2018,14.98933333
35877,Lahan,Kehutanan dan Lahan Gambut,Peningkatan Cadangan Karbon,SULAWESI SELATAN,SULAWESI SELATAN,PALOPO,Penghijauan Lingkungan di Kota Palopo,2018,14.98933333
35878,Lahan,Kehutanan dan Lahan Gambut,Peningkatan Cadangan Karbon,SULAWESI SELATAN,SULAWESI SELATAN,SOPPENG,Penghijauan Lingkungan di Kabupaten Soppeng,2018,14.98933333
35879,Lahan,Kehutanan dan Lahan Gambut,Peningkatan Cadangan Karbon,SULAWESI SELATAN,SULAWESI SELATAN,JENEPONTO,Penghijauan Lingkungan di Kabupaten Jeneponto,2018,14.98933333
35880,Lahan,Kehutanan dan Lahan Gambut,Peningkatan Cadangan Karbon,SULAWESI SELATAN,SULAWESI SELATAN,BULUKUMBA,Penghijauan Lingkungan di Kabupaten Bulukumba,2018,14.98933333
35881,Lahan,Kehutanan dan Lahan Gambut,Peningkatan Cadangan Karbon,SULAWESI SELATAN,SULAWESI SELATAN,TAKALAR,Penghijauan Lingkungan di Kabupaten Takalar,2018,14.98933333
36732,Lahan,Pertanian,Penggunaan Pupuk Organik,SULAWESI SELATAN,SULAWESI SELATAN,MAKASSAR,Pengadaan Pupuk Organik,2018,73.33333333
36733,Lahan,Pertanian,Pendukung,SULAWESI SELATAN,SULAWESI SELATAN,MAKASSAR,Bimbingan Tekhnologi Budidaya dan Pasca Panen Tanaman Buah Ramah Lingkungan,2018,0
36735,Lahan,Pertanian,Pendukung,SULAWESI SELATAN,SULAWESI SELATAN,MAKASSAR,Orientasi ke Daerah Pengembangan Sayuran Organik,2018,0
36990,Lahan,Pertanian,Penggunaan Pupuk Organik,SULAWESI SELATAN,SULAWESI SELATAN,BULUKUMBA,pengadaan pupuk kompos pada intensifikasi tanaman cengkeh,2018,18.33333333
