id,sektor,subsektor,kategori,nama_provinsi,lokasi_provinsi,lokasi_kabkot,nama_kegiatan,tahun_pelaporan,Total Penurunan emisi
31983,Lahan,Kehutanan dan Lahan Gambut,Peningkatan Cadangan Karbon,SUMATERA SELATAN,SUMATERA SELATAN,PALEMBANG,Pengadaan Bibit Pohon Penghijauan untuk Peringatan Bulan Bhakti Menanam,2017,41.446273
31984,Lahan,Kehutanan dan Lahan Gambut,Peningkatan Cadangan Karbon,SUMATERA SELATAN,SUMATERA SELATAN,PAGAR ALAM,Pengembangan Sistem Agroforestry di Kawasan Hutan Lindung,2017,294.745
31985,Lahan,Kehutanan dan Lahan Gambut,Pendukung,SUMATERA SELATAN,SUMATERA SELATAN,BANYU ASIN,Pencegahan dan Pengendalian Kebakaran Hutan dan Lahan,2017,0
31988,Lahan,Kehutanan dan Lahan Gambut,Pendukung,SUMATERA SELATAN,SUMATERA SELATAN,OGAN ILIR,Pembinaan dan Pengembangan Kelembagaan Pengendalian Kebakaran Hutan dan Lahan,2017,0
31991,Lahan,Kehutanan dan Lahan Gambut,Pendukung,SUMATERA SELATAN,SUMATERA SELATAN,MUSI BANYUASIN,Penyelidikan Kasus-kasus Peredaran hasil Hutan,2017,0
31993,Lahan,Kehutanan dan Lahan Gambut,Pendukung,SUMATERA SELATAN,SUMATERA SELATAN,MUARA ENIM,Pembinaan dan Pengembangan Kelembagaan Perlindungan dan Pengamanan Hutan,2017,0
31994,Lahan,Kehutanan dan Lahan Gambut,Pendukung,SUMATERA SELATAN,SUMATERA SELATAN,PALEMBANG,Kegiatan Perubahan Iklim,2017,0
32101,Pengelolaan Limbah,Air Limbah,Pendukung,SUMATERA SELATAN,SUMATERA SELATAN,PALEMBANG,Pembangunan Saluran Drainase Rt.03,2017,0
32102,Pengelolaan Limbah,Air Limbah,Pendukung,SUMATERA SELATAN,SUMATERA SELATAN,PALEMBANG,"PPMU, Pamsimas",2017,0
32104,Pengelolaan Limbah,Air Limbah,Instalasi Pengolahan Air Limbah,SUMATERA SELATAN,SUMATERA SELATAN,PAGAR ALAM,Pembangunan Sarana Prasarana IPLT Kota Pagar Alam,2017,0
32106,Pengelolaan Limbah,Air Limbah,Pendukung,SUMATERA SELATAN,SUMATERA SELATAN,PALEMBANG,Pembangunan Saluran Drainase Kota Palembang,2017,0
32107,Pengelolaan Limbah,Air Limbah,Pendukung,SUMATERA SELATAN,SUMATERA SELATAN,MUARA ENIM,Pembangunan Saluran Drainase Kab.PALI,2017,0
32113,Pengelolaan Limbah,Air Limbah,Pendukung,SUMATERA SELATAN,SUMATERA SELATAN,OGAN KOMERING ILIR,Pembangunan Sarana dan Prasarana IPLT OKI,2017,0
32119,Pengelolaan Limbah,Air Limbah,Pendukung,SUMATERA SELATAN,SUMATERA SELATAN,MUARA ENIM,Pembangunan IPAL Komunal Kab. Muara Enim,2017,0
32126,Pengelolaan Limbah,Persampahan,Pendukung,SUMATERA SELATAN,SUMATERA SELATAN,MUARA ENIM,Pembangunan Tempat Pengolahan Sampah 3R Kab. Muara Enim,2017,0
12003,Lahan,Kehutanan dan Lahan Gambut,Peningkatan Cadangan Karbon,SUMATERA SELATAN,SUMATERA SELATAN,MUSI BANYUASIN,Pengadaan Bibit Pohon Penghijauan Untuk Peringatan Bulan Bhakti Menanam - MONITORING 3,2018,44.5962
12006,Lahan,Kehutanan dan Lahan Gambut,Peningkatan Cadangan Karbon,SUMATERA SELATAN,SUMATERA SELATAN,LAHAT,Pelatihan kelompok tani dan pembuatan Demplot teknik budidaya agroforestry dan konservasi tanah dan air. - MONITORING 3,2018,93.148
12009,Lahan,Kehutanan dan Lahan Gambut,Peningkatan Cadangan Karbon,SUMATERA SELATAN,SUMATERA SELATAN,LAHAT,Tanaman Hutan Rakyat Sebagai Tabungan Pendidikan - MONITORING 3,2018,257.6244
12012,Lahan,Kehutanan dan Lahan Gambut,Peningkatan Cadangan Karbon,SUMATERA SELATAN,SUMATERA SELATAN,LAHAT,Rehabilitasi Hutan dan Lahan Catchment Area Daerah Irigasi Bendungan - MONITORING 3,2018,481.1796
12015,Lahan,Kehutanan dan Lahan Gambut,Peningkatan Cadangan Karbon,SUMATERA SELATAN,SUMATERA SELATAN,LAHAT,Pengembangan Sistem Agroforestry di Kawasan Hutan Lindung - MONITORING 3,2018,200.4915
12018,Lahan,Kehutanan dan Lahan Gambut,Peningkatan Cadangan Karbon,SUMATERA SELATAN,SUMATERA SELATAN,MUSI RAWAS,Pengembangan Hasil Hutan Non Kayu - MONITORING 3,2018,149.0368
12021,Lahan,Kehutanan dan Lahan Gambut,Peningkatan Cadangan Karbon,SUMATERA SELATAN,SUMATERA SELATAN,OGAN KOMERING ILIR,Penanaman  hutan tanaman industri - MONITORING 3,2018,384387.4041
12320,Lahan,Kehutanan dan Lahan Gambut,Peningkatan Cadangan Karbon,SUMATERA SELATAN,SUMATERA SELATAN,LAHAT,Rehabilitasi Hutan dan Lahan - MONITORING 3,2018,50.02677778
12338,Lahan,Kehutanan dan Lahan Gambut,Peningkatan Cadangan Karbon,SUMATERA SELATAN,SUMATERA SELATAN,PAGAR ALAM,Pelatihan kelompok tani dan pembuatan Demplot teknik budidaya agroforestry dan konservasi tanah dan air - MONITORING 3,2018,38.99775
12357,Lahan,Kehutanan dan Lahan Gambut,Peningkatan Cadangan Karbon,SUMATERA SELATAN,SUMATERA SELATAN,BANYU ASIN,Pengadaan Bibit Pohon Penghijauan Untuk Peringatan Bulan Bhakti Menanam - MONITORING 3,2018,14.674
13424,Lahan,Kehutanan dan Lahan Gambut,Peningkatan Cadangan Karbon,SUMATERA SELATAN,SUMATERA SELATAN,OGAN KOMERING ILIR,Pengadaan Bibit Pohon Penghijauan Untuk Peringatan Bulan Bhakti Menanam - MONITORING 4,2018,32.89
13428,Lahan,Kehutanan dan Lahan Gambut,Peningkatan Cadangan Karbon,SUMATERA SELATAN,SUMATERA SELATAN,LAHAT,Pelatihan kelompok tani dan pembuatan Demplot teknik budidaya agroforestry dan konservasi tanah dan air. - MONITORING 4,2018,128.3186667
13432,Lahan,Kehutanan dan Lahan Gambut,Peningkatan Cadangan Karbon,SUMATERA SELATAN,SUMATERA SELATAN,LAHAT,Tanaman Hutan Rakyat Sebagai Tabungan Pendidikan - MONITORING 4,2018,128.3186667
13436,Lahan,Kehutanan dan Lahan Gambut,Peningkatan Cadangan Karbon,SUMATERA SELATAN,SUMATERA SELATAN,LAHAT,Rehabilitasi Hutan dan Lahan Catchment Area Daerah Irigasi Bendungan - MONITORING 4,2018,306.0376
13440,Lahan,Kehutanan dan Lahan Gambut,Peningkatan Cadangan Karbon,SUMATERA SELATAN,SUMATERA SELATAN,LAHAT,Pengembangan Sistem Agroforestry di Kawasan Hutan Lindung - MONITORING 4,2018,119.834
13444,Lahan,Kehutanan dan Lahan Gambut,Peningkatan Cadangan Karbon,SUMATERA SELATAN,SUMATERA SELATAN,OGAN KOMERING ULU TIMUR,Pengembangan Hasil Hutan Non Kayu - MONITORING 4,2018,141.328
13448,Lahan,Kehutanan dan Lahan Gambut,Peningkatan Cadangan Karbon,SUMATERA SELATAN,SUMATERA SELATAN,LAHAT,"Perencanaan dan Pengembangan Hasil Hutan Tanaman Rakyat,  Hutan Rakyat,  dan Lumbung Kayu Desa - MONITORING 4",2018,5.56746667
14118,Lahan,Kehutanan dan Lahan Gambut,Peningkatan Cadangan Karbon,SUMATERA SELATAN,SUMATERA SELATAN,MUSI RAWAS,Perencanaan dan Pengembangan Hutan Kemasyarakatan (HKm) dan Hutan Desa (HD) - MONITORING 5,2018,32.72126
14123,Lahan,Kehutanan dan Lahan Gambut,Peningkatan Cadangan Karbon,SUMATERA SELATAN,SUMATERA SELATAN,,Pengadaan Bibit Pohon Penghijauan Untuk Peringatan Bulan Bhakti Menanam - MONITORING 5,2018,92.38944
14128,Lahan,Kehutanan dan Lahan Gambut,Peningkatan Cadangan Karbon,SUMATERA SELATAN,SUMATERA SELATAN,EMPAT LAWANG,Pengembangan Aneka Usaha Kehutanan - MONITORING 5,2018,118.63566
14133,Lahan,Kehutanan dan Lahan Gambut,Peningkatan Cadangan Karbon,SUMATERA SELATAN,SUMATERA SELATAN,LAHAT,Rehabilitasi Hutan dan Lahan Catchment Area Daerah Irigasi Bendungan - MONITORING 5,2018,488.554
14138,Lahan,Kehutanan dan Lahan Gambut,Peningkatan Cadangan Karbon,SUMATERA SELATAN,SUMATERA SELATAN,LAHAT,"Perencanaan dan Pengembangan Hasil Hutan Tanaman Rakyat,  Hutan Rakyat,  dan Lumbung Kayu Desa - MONITORING 5",2018,21.57012
14143,Lahan,Kehutanan dan Lahan Gambut,Peningkatan Cadangan Karbon,SUMATERA SELATAN,SUMATERA SELATAN,LAHAT,Pengembangan Hasil Hutan Non Kayu - MONITORING 5,2018,59.95733333
14148,Lahan,Kehutanan dan Lahan Gambut,Peningkatan Cadangan Karbon,SUMATERA SELATAN,SUMATERA SELATAN,MUSI RAWAS,Tanaman Hutan Rakyat Sebagai Tabungan Pendidikan - MONITORING 5,2018,127.03548
14154,Lahan,Kehutanan dan Lahan Gambut,Peningkatan Cadangan Karbon,SUMATERA SELATAN,SUMATERA SELATAN,,Pengadaan Bibit Pohon Penghijauan Untuk Peringatan Bulan Bhakti Menanam - MONITORING 6,2018,30.756
14160,Lahan,Kehutanan dan Lahan Gambut,Peningkatan Cadangan Karbon,SUMATERA SELATAN,SUMATERA SELATAN,,Peringatan Bulan Bhakti Menanam oleh Penyuluh kehutanan lapangan - MONITORING 6,2018,41.1136
14166,Lahan,Kehutanan dan Lahan Gambut,Peningkatan Cadangan Karbon,SUMATERA SELATAN,SUMATERA SELATAN,OGAN KOMERING ULU,Pengembangan Aneka Usaha Kehutanan - MONITORING 6,2018,33.1848
14172,Lahan,Kehutanan dan Lahan Gambut,Peningkatan Cadangan Karbon,SUMATERA SELATAN,SUMATERA SELATAN,LAHAT,Rehabilitasi Hutan dan Lahan Catchment Area Daerah Irigasi Bendungan - MONITORING 6,2018,147.488
14178,Lahan,Kehutanan dan Lahan Gambut,Peningkatan Cadangan Karbon,SUMATERA SELATAN,SUMATERA SELATAN,OGAN KOMERING ULU SELATAN,Pengembangan Hasil Hutan Non Kayu - MONITORING 6,2018,32.97653333
14184,Lahan,Kehutanan dan Lahan Gambut,Peningkatan Cadangan Karbon,SUMATERA SELATAN,SUMATERA SELATAN,OGAN KOMERING ILIR,Tanaman Hutan Rakyat Sebagai Tabungan Pendidikan - MONITORING 6,2018,66.3696
14583,Lahan,Kehutanan dan Lahan Gambut,Peningkatan Cadangan Karbon,SUMATERA SELATAN,SUMATERA SELATAN,OGAN KOMERING ULU SELATAN,rehabilitasi hutan dan lahan - MONITORING 2,2018,2.72506667
14585,Lahan,Kehutanan dan Lahan Gambut,Peningkatan Cadangan Karbon,SUMATERA SELATAN,SUMATERA SELATAN,OGAN ILIR,rehabilitasi hutan dan lahan - MONITORING 2,2018,1.71306667
14899,Lahan,Kehutanan dan Lahan Gambut,Peningkatan Cadangan Karbon,SUMATERA SELATAN,SUMATERA SELATAN,,Pengadaan Bibit Pohon Penghijauan untuk Peringatan Bulan Bhakti Menanam - MONITORING 2,2018,0
14905,Lahan,Kehutanan dan Lahan Gambut,Peningkatan Cadangan Karbon,SUMATERA SELATAN,SUMATERA SELATAN,PAGAR ALAM,Pengembangan Sistem Agroforestry di Kawasan Hutan Lindung - MONITORING 2,2018,743.64675
14907,Lahan,Kehutanan dan Lahan Gambut,Peningkatan Cadangan Karbon,SUMATERA SELATAN,SUMATERA SELATAN,MUSI RAWAS,Pengembangan Hasil Hutan Non Kayu - MONITORING 2,2018,568.0224
15075,Lahan,Kehutanan dan Lahan Gambut,Peningkatan Cadangan Karbon,SUMATERA SELATAN,SUMATERA SELATAN,LAHAT,"Perencanaan dan Pengembangan Hasil Hutan Tanaman Rakyat,  Hutan Rakyat,  dan Lumbung Kayu Desa - MONITORING 3",2018,0
15086,Lahan,Kehutanan dan Lahan Gambut,Peningkatan Cadangan Karbon,SUMATERA SELATAN,SUMATERA SELATAN,,Penanaman Hutan Tanaman Industri (2012) - MONITORING 6,2018,84904.29306
15623,Lahan,Kehutanan dan Lahan Gambut,Peningkatan Cadangan Karbon,SUMATERA SELATAN,SUMATERA SELATAN,OGAN KOMERING ILIR,Penanaman  Hutan Tanaman Industri (2014) - MONITORING 4,2018,197090.5151
30660,Lahan,Kehutanan dan Lahan Gambut,Peningkatan Cadangan Karbon,SUMATERA SELATAN,SUMATERA SELATAN,MUSI RAWAS,Pengkayaan dalam rangka rehabilitasi hutan lindung - MONITORING 2,2018,23022.67968
30662,Lahan,Kehutanan dan Lahan Gambut,Peningkatan Cadangan Karbon,SUMATERA SELATAN,SUMATERA SELATAN,PAGAR ALAM,Pengembangan Sistem Agroforestry di Kawasan Hutan Lindung - MONITORING 2,2018,1573.8624
30664,Lahan,Kehutanan dan Lahan Gambut,Peningkatan Cadangan Karbon,SUMATERA SELATAN,SUMATERA SELATAN,MUSI RAWAS,Pengembangan Hasil Hutan Non Kayu - MONITORING 2,2018,710.028
31847,Pengelolaan Limbah,Persampahan,Pendukung,SUMATERA SELATAN,SUMATERA SELATAN,PALEMBANG,Pengembangan Data dan Informasi Lingkungan,2018,0
32105,Pengelolaan Limbah,Air Limbah,Pendukung,SUMATERA SELATAN,SUMATERA SELATAN,LUBUKLINGGAU,Saluran Drainase Kota Lubuk Linggau,2018,0
35975,Pengelolaan Limbah,Persampahan,Pendukung,SUMATERA SELATAN,SUMATERA SELATAN,,Kampanye Lingkungan,2018,0
35976,Pengelolaan Limbah,Persampahan,Pendukung,SUMATERA SELATAN,SUMATERA SELATAN,,Pengembangan Data dan Informasi Lingkungan,2018,0
35977,Pengelolaan Limbah,Air Limbah,Pendukung,SUMATERA SELATAN,SUMATERA SELATAN,PALEMBANG,Pembangunan Drainase di Kawasan Perumahan Murah PNS Perumahan OPI Jakabaring,2018,0
35978,Pengelolaan Limbah,Air Limbah,Pendukung,SUMATERA SELATAN,SUMATERA SELATAN,PALEMBANG,Rehabilitasi saluran drainase jalan mandi aur sekip jaya kecamatan kemuning,2018,0
35979,Pengelolaan Limbah,Air Limbah,Instalasi Pengolahan Air Limbah,SUMATERA SELATAN,SUMATERA SELATAN,MUARA ENIM,Pembangunan IPAL Komunal/Sanimas,2018,29.4336
35980,Pengelolaan Limbah,Air Limbah,Pendukung,SUMATERA SELATAN,SUMATERA SELATAN,OGAN ILIR,Pembangunan Toilet di Kawasan Kebun Raya Sriwijaya,2018,0
35982,Pengelolaan Limbah,Air Limbah,Pendukung,SUMATERA SELATAN,SUMATERA SELATAN,PAGAR ALAM,Pembangunan Saluran Drainase Air Neruang Kelurahan Basemah Serasan,2018,0
35983,Pengelolaan Limbah,Air Limbah,Pendukung,SUMATERA SELATAN,SUMATERA SELATAN,PAGAR ALAM,Pembangunan Saluran Drainase Air Gayam Kelurahan Beringin Jaya,2018,0
35984,Pengelolaan Limbah,Air Limbah,Pendukung,SUMATERA SELATAN,SUMATERA SELATAN,OGAN KOMERING ULU SELATAN,Pembangunan Drainase Desa Kemuinduk Kecamatan Pulau Beringin,2018,0
35985,Pengelolaan Limbah,Air Limbah,Pendukung,SUMATERA SELATAN,SUMATERA SELATAN,MUSI BANYUASIN,Pembangunan Drainase Kecamatan Sungai Lilin,2018,0
35986,Pengelolaan Limbah,Air Limbah,Pendukung,SUMATERA SELATAN,SUMATERA SELATAN,MUSI BANYUASIN,Pembangunan Drainase Kecamatan Lais,2018,0
35988,Pengelolaan Limbah,Air Limbah,Pendukung,SUMATERA SELATAN,SUMATERA SELATAN,MUSI BANYUASIN,Pembangunan Saluran Drainase Desa Kasmaran Kecamatan Babat Toman,2018,0
35989,Pengelolaan Limbah,Air Limbah,Pendukung,SUMATERA SELATAN,SUMATERA SELATAN,MUSI BANYUASIN,Pembangunan Saluran Drainase Kelurahan Babat Kecamatan Babatan Toman,2018,0
35990,Pengelolaan Limbah,Air Limbah,Pendukung,SUMATERA SELATAN,SUMATERA SELATAN,LAHAT,Pembangunan dan Rehab Drainase Pemukiman Kecamatan Lahat,2018,0
35991,Pengelolaan Limbah,Air Limbah,Pendukung,SUMATERA SELATAN,SUMATERA SELATAN,,"PPMU, PAMSIMAS",2018,0
